timestamp, power.draw [W]
2025/05/07 17:53:16.982, 70.01 W
2025/05/07 17:53:16.992, 70.01 W
2025/05/07 17:53:17.003, 70.01 W
2025/05/07 17:53:17.013, 66.56 W
2025/05/07 17:53:17.023, 66.56 W
2025/05/07 17:53:17.033, 66.56 W
2025/05/07 17:53:17.043, 66.56 W
2025/05/07 17:53:17.054, 66.56 W
2025/05/07 17:53:17.064, 66.56 W
2025/05/07 17:53:17.074, 66.56 W
2025/05/07 17:53:17.084, 66.56 W
2025/05/07 17:53:17.094, 66.56 W
2025/05/07 17:53:17.105, 66.56 W
2025/05/07 17:53:17.115, 63.10 W
2025/05/07 17:53:17.125, 63.10 W
2025/05/07 17:53:17.135, 63.10 W
2025/05/07 17:53:17.145, 63.10 W
2025/05/07 17:53:17.155, 63.10 W
2025/05/07 17:53:17.166, 63.10 W
2025/05/07 17:53:17.176, 63.10 W
2025/05/07 17:53:17.186, 63.10 W
2025/05/07 17:53:17.196, 63.10 W
2025/05/07 17:53:17.206, 63.10 W
2025/05/07 17:53:17.217, 59.63 W
2025/05/07 17:53:17.227, 59.63 W
2025/05/07 17:53:17.237, 59.63 W
2025/05/07 17:53:17.247, 59.63 W
2025/05/07 17:53:17.257, 59.63 W
2025/05/07 17:53:17.268, 59.63 W
2025/05/07 17:53:17.278, 59.63 W
2025/05/07 17:53:17.288, 59.63 W
2025/05/07 17:53:17.298, 59.63 W
2025/05/07 17:53:17.308, 59.63 W
2025/05/07 17:53:17.319, 56.14 W
2025/05/07 17:53:17.329, 56.14 W
2025/05/07 17:53:17.339, 56.14 W
2025/05/07 17:53:17.349, 56.14 W
2025/05/07 17:53:17.359, 56.14 W
2025/05/07 17:53:17.370, 56.14 W
2025/05/07 17:53:17.380, 56.14 W
2025/05/07 17:53:17.390, 56.14 W
2025/05/07 17:53:17.400, 56.14 W
2025/05/07 17:53:17.410, 56.14 W
2025/05/07 17:53:17.421, 52.66 W
2025/05/07 17:53:17.431, 52.66 W
2025/05/07 17:53:17.441, 52.66 W
2025/05/07 17:53:17.451, 52.66 W
2025/05/07 17:53:17.461, 52.66 W
2025/05/07 17:53:17.472, 52.66 W
2025/05/07 17:53:17.482, 52.66 W
2025/05/07 17:53:17.492, 52.66 W
2025/05/07 17:53:17.502, 52.66 W
2025/05/07 17:53:17.512, 49.17 W
2025/05/07 17:53:17.523, 49.17 W
2025/05/07 17:53:17.533, 49.17 W
2025/05/07 17:53:17.543, 49.17 W
2025/05/07 17:53:17.553, 49.17 W
2025/05/07 17:53:17.563, 49.17 W
2025/05/07 17:53:17.574, 49.17 W
2025/05/07 17:53:17.584, 49.17 W
2025/05/07 17:53:17.594, 49.17 W
2025/05/07 17:53:17.604, 49.17 W
2025/05/07 17:53:17.614, 45.69 W
2025/05/07 17:53:17.625, 45.69 W
2025/05/07 17:53:17.635, 45.69 W
2025/05/07 17:53:17.645, 45.69 W
2025/05/07 17:53:17.655, 45.69 W
2025/05/07 17:53:17.666, 45.69 W
2025/05/07 17:53:17.676, 45.69 W
